اسم اللاعب;العمر;المركز;عدد التمريرات;دقة التمريرات (%);عدد التسديدات;عدد الأهداف;نسبة النجاح في المواجهات (%);السرعة القصوى (كم/س);المسافة المقطوعة (كم);معدل نبض القلب;نسبة التعب في نهاية الشوط;التقييم العام;تصنيف اللاعب
عبدالله البلوي;28;دفاع;92;66.31;0;0;66.13;28.89;8.01;177;36.44;52.75;موهوب
فهد الشمري;19;هجوم;15;93.80;8;1;42.26;33.45;8.11;145;25.96;41.40;غير موهوب
تركي الغامدي;24;وسط;16;75.97;6;2;73.07;24.36;9.11;161;35.03;44.73;غير موهوب
أحمد الرويلي;28;وسط;84;81.55;0;0;53.69;32.10;6.82;131;34.76;47.10;موهوب
خالد الرويلي;29;دفاع;69;63.53;4;0;84.45;29.80;10.11;134;33.02;47.54;موهوب
عبدالله الغامدي;28;حارس;55;93.88;7;4;40.89;27.85;10.77;150;11.99;44.60;غير موهوب
تركي المالكي;24;دفاع;12;66.24;8;2;54.69;31.57;8.94;140;14.59;37.56;غير موهوب
خالد العنزي;19;حارس;9;67.70;0;1;45.77;31.25;9.35;144;25.33;37.04;غير موهوب
ناصر المالكي;22;وسط;65;61.46;1;0;68.28;26.54;9.91;166;21.10;46.59;موهوب
فهد الزهراني;28;وسط;22;87.78;2;0;74.6;31.80;7.17;134;23.98;42.59;غير موهوب
عبدالله الرويلي;19;دفاع;49;62.11;6;4;40.53;34.54;6.88;160;38.05;44.57;غير موهوب
محمد الزهراني;21;دفاع;79;90.71;4;3;85.66;29.14;11.76;185;26.66;57.22;موهوب
سعود المالكي;16;وسط;12;89.86;8;2;70.53;27.28;10.92;136;43.74;44.48;غير موهوب
محمد الحربي;26;حارس;68;72.25;7;5;64.11;28.70;9.84;160;12.60;47.50;موهوب
محمد العنزي;18;وسط;41;76.65;0;0;77.19;32.38;7.25;146;11.75;43.58;غير موهوب
خالد الغامدي;26;هجوم;28;85.90;7;1;60;31.91;8.20;135;41.74;44.31;غير موهوب
خالد البلوي;21;وسط;64;76.51;6;1;89.98;28.70;7.23;141;24.89;48.81;موهوب
سالم الرويلي;27;حارس;11;67.31;3;1;78.84;31.53;6.42;122;15.26;37.37;غير موهوب
محمد العنزي;27;هجوم;91;77.14;2;0;63.1;27.09;6.82;154;47.41;52.06;موهوب
خالد العنزي;26;وسط;38;61.31;10;2;52.7;31.65;6.15;127;42.52;41.26;غير موهوب
تركي القحطاني;19;وسط;14;70.15;0;1;70.45;31.39;8.04;143;26.43;40.49;غير موهوب
تركي البلوي;20;وسط;83;78.08;5;6;41.33;28.12;7.38;138;19.43;45.15;موهوب
ناصر الشمري;15;حارس;85;76.09;1;0;41.95;27.97;11.29;145;34.04;46.93;موهوب
تركي العتيبي;22;وسط;34;76.39;2;1;62.93;30.53;7.08;128;23.64;40.62;غير موهوب
سعود العنزي;29;حارس;11;88.25;2;0;71.52;27.90;5.95;160;25.71;43.59;غير موهوب
ناصر القحطاني;21;هجوم;36;91.16;3;1;46.67;28.63;9.21;153;33.73;44.71;غير موهوب
خالد الغامدي;16;دفاع;56;63.09;8;3;52.32;32.36;8.50;167;36.43;47.41;موهوب
فهد القحطاني;28;وسط;86;64.83;2;2;57.91;29.90;9.26;176;15.72;49.29;موهوب
فهد القحطاني;22;وسط;79;71.12;0;1;85.1;27.49;11.82;134;30.40;48.88;موهوب
خالد العتيبي;26;هجوم;54;71.91;3;3;57.47;33.13;7.65;143;47.94;46.79;موهوب
تركي الغامدي;26;حارس;43;79.16;3;2;63.4;25.50;9.08;121;28.54;41.63;غير موهوب
خالد القحطاني;24;دفاع;69;89.02;4;5;69.24;24.52;7.16;116;43.85;47.53;موهوب
عبدالله المالكي;26;هجوم;30;87.73;8;1;76.62;28.43;10.17;161;12.05;46.11;موهوب
سالم المالكي;23;هجوم;52;85.31;1;1;61.98;32.07;9.17;142;34.26;46.53;موهوب
تركي المالكي;20;دفاع;14;91.79;9;2;60.38;32.55;7.97;131;11.56;40.03;غير موهوب
سعود العتيبي;19;حارس;54;86.90;9;4;73.6;27.40;6.61;133;22.26;46.31;موهوب
تركي المالكي;20;هجوم;91;84.49;8;4;64.67;28.17;10.00;163;34.70;54.23;موهوب
سعود القحطاني;20;وسط;84;67.96;8;4;47.24;31.23;8.95;125;47.22;47.07;موهوب
راكان المالكي;22;دفاع;45;79.73;3;2;65.58;25.19;6.15;161;24.19;45.76;موهوب
ناصر الشمري;21;دفاع;34;70.01;5;3;71.51;25.49;8.41;120;49.40;42.98;غير موهوب
خالد الغامدي;21;دفاع;26;86.79;4;1;81.95;33.42;7.59;170;31.91;49.19;موهوب
أحمد البلوي;23;دفاع;69;68.67;9;4;48.23;27.72;11.10;149;36.11;46.98;موهوب
ناصر الزهراني;24;حارس;74;87.57;7;0;76.95;23.60;8.52;122;45.22;49.43;موهوب
فهد المالكي;20;هجوم;28;61.97;8;1;78.39;32.84;6.88;143;35.52;43.96;غير موهوب
ناصر الغامدي;29;هجوم;65;87.92;0;1;54.6;29.58;11.66;147;21.68;46.49;موهوب
عبدالله الحربي;25;وسط;41;80.76;3;0;70;32.95;9.26;150;15.73;44.74;غير موهوب
سالم الزهراني;19;هجوم;74;61.93;4;0;58.04;27.29;6.05;173;16.75;46.78;موهوب
فهد الحربي;25;دفاع;43;74.03;2;0;83.39;26.68;11.42;183;49.21;52.52;موهوب
محمد الغامدي;25;وسط;27;92.71;9;6;76.01;30.95;10.94;180;27.18;51.09;موهوب
أحمد العتيبي;22;وسط;76;77.73;5;0;72.38;31.39;9.76;127;20.27;46.61;موهوب
محمد البلوي;24;دفاع;83;61.44;9;0;58.85;27.96;7.68;163;40.06;50.11;موهوب
تركي العتيبي;27;دفاع;14;67.14;7;2;75.37;34.44;9.02;147;22.96;42.10;غير موهوب
محمد الحربي;30;دفاع;64;79.65;5;0;46.89;23.62;9.92;124;15.12;40.91;غير موهوب
محمد الغامدي;21;هجوم;90;74.81;0;0;45.01;24.75;10.73;171;44.80;51.23;موهوب
ناصر الحربي;26;حارس;23;67.96;4;3;43.49;30.67;10.73;172;16.82;41.30;غير موهوب
سعود الغامدي;18;دفاع;78;94.76;2;0;78.8;29.34;8.33;163;40.24;54.94;موهوب
سالم المالكي;25;وسط;52;87.02;7;3;53.81;32.67;6.10;141;39.41;46.89;موهوب
فهد الزهراني;23;هجوم;7;69.41;5;1;40.03;34.25;10.48;138;13.04;35.36;غير موهوب
خالد العنزي;24;حارس;21;75.85;4;1;50.99;30.03;8.10;170;24.31;42.81;غير موهوب
ناصر الغامدي;21;هجوم;17;60.23;10;3;53.38;31.77;9.26;134;40.00;39.85;غير موهوب
سالم الغامدي;27;وسط;12;65.62;8;2;50.35;28.68;11.71;151;24.66;39.34;غير موهوب
عبدالله الحربي;29;حارس;72;78.94;7;0;73.79;26.93;10.73;144;30.00;49.27;موهوب
فهد الشمري;24;حارس;68;74.69;8;1;40.5;33.87;7.53;146;20.56;44.46;غير موهوب
راكان العنزي;23;هجوم;16;79.47;8;5;50;24.88;9.64;159;33.83;42.87;غير موهوب
راكان الزهراني;19;حارس;30;85.52;7;4;57.84;25.77;9.55;175;22.80;46.39;موهوب
ناصر العتيبي;23;وسط;66;63.23;7;3;41.75;32.99;10.01;144;17.01;42.78;غير موهوب
ناصر الزهراني;23;دفاع;87;87.87;0;0;54.98;31.45;8.90;155;38.60;51.53;موهوب
تركي العتيبي;22;وسط;54;87.12;2;1;58.06;28.41;5.65;178;24.80;48.78;موهوب
راكان العنزي;27;دفاع;43;79.84;1;3;79.39;31.15;9.08;122;40.52;45.44;موهوب
تركي الزهراني;27;حارس;62;92.03;8;0;45.27;28.09;7.42;173;32.99;49.87;موهوب
خالد العنزي;29;دفاع;17;90.88;2;0;71.86;27.57;6.70;132;36.20;42.69;غير موهوب
سالم المالكي;19;هجوم;91;80.29;2;1;79.59;33.74;9.82;172;22.49;54.66;موهوب
خالد الغامدي;18;حارس;53;78.33;9;3;41.25;28.27;7.88;138;11.04;41.09;غير موهوب
راكان الزهراني;25;هجوم;89;83.33;6;3;63.9;31.32;5.90;136;28.89;49.71;موهوب
تركي الحربي;25;حارس;52;78.81;7;1;67.72;26.05;11.05;125;31.96;44.51;غير موهوب
أحمد العنزي;15;وسط;43;85.74;4;6;54.73;29.35;8.26;156;33.27;46.71;موهوب
خالد الحربي;18;حارس;46;75.39;11;3;64.73;29.27;9.19;125;46.28;45.54;موهوب
فهد العنزي;23;حارس;58;94.86;0;1;84.78;33.95;10.21;165;10.02;50.87;موهوب
ناصر الشمري;24;حارس;23;91.46;9;0;47.33;33.76;9.36;141;13.17;40.90;غير موهوب
سعود الشمري;24;دفاع;74;88.21;8;6;46.03;26.03;5.64;136;24.85;46.08;موهوب
عبدالله البلوي;23;حارس;37;62.96;3;1;80.14;32.29;8.54;171;37.92;48.21;موهوب
سالم البلوي;26;دفاع;87;82.02;0;2;47.85;25.24;6.78;142;43.63;48.50;موهوب
سعود المالكي;16;وسط;19;88.30;9;4;69.04;32.23;8.67;169;17.30;46.28;موهوب
فهد الزهراني;19;وسط;73;69.85;11;1;86.42;32.94;9.19;128;46.02;50.82;موهوب
سعود المالكي;24;دفاع;68;63.63;6;3;72.85;31.28;5.92;146;15.46;45.79;موهوب
أحمد القحطاني;15;حارس;24;83.89;6;0;78.82;27.99;11.10;134;30.85;44.07;غير موهوب
تركي القحطاني;19;حارس;35;86.30;10;1;68.82;31.61;10.51;159;16.63;46.54;موهوب
راكان الرويلي;23;حارس;31;60.05;1;0;42.87;27.12;10.05;138;46.54;39.63;غير موهوب
تركي الزهراني;20;وسط;72;84.24;2;4;77.81;29.65;8.84;140;25.90;49.38;موهوب
محمد العنزي;24;هجوم;33;88.85;5;3;41.82;33.36;9.39;153;38.11;45.06;موهوب
محمد الحربي;20;وسط;32;88.48;0;0;81.39;28.55;10.91;165;32.23;48.73;موهوب
سعود الزهراني;28;وسط;21;67.75;3;1;60.39;26.80;10.71;153;16.75;40.05;غير موهوب
راكان البلوي;19;هجوم;79;61.95;4;0;75.04;28.95;8.07;137;40.93;48.33;موهوب
تركي المالكي;26;وسط;21;89.14;3;1;41.18;29.56;10.51;175;20.77;43.46;غير موهوب
محمد الغامدي;25;وسط;53;73.69;1;2;41.23;29.96;11.57;174;45.66;48.01;موهوب
خالد الزهراني;21;هجوم;47;90.61;1;0;47.46;29.10;8.04;164;15.83;44.78;غير موهوب
سعود العتيبي;25;حارس;27;79.36;8;4;53.37;25.98;6.73;168;22.37;43.87;غير موهوب
عبدالله الزهراني;25;هجوم;35;64.23;7;0;42.59;24.23;8.68;166;46.68;43.82;غير موهوب
راكان الشمري;20;هجوم;80;78.72;5;0;59.33;28.81;9.45;135;34.69;47.89;موهوب
ناصر الرويلي;19;وسط;70;74.83;6;3;89.03;28.38;8.72;159;36.28;52.80;موهوب
تركي العنزي;18;حارس;45;92.48;7;4;56.86;25.72;7.55;126;42.67;45.25;موهوب
أحمد الشمري;26;حارس;57;63.99;0;0;42.06;28.20;7.09;141;36.31;41.74;غير موهوب
تركي البلوي;27;هجوم;14;73.69;2;0;43.11;32.00;11.26;132;13.08;35.68;غير موهوب
راكان البلوي;24;وسط;54;91.48;3;0;41.26;28.61;6.78;138;39.36;44.72;غير موهوب
راكان الزهراني;20;هجوم;16;68.54;4;1;40.05;23.85;9.82;145;20.16;36.49;غير موهوب
عبدالله العنزي;19;وسط;28;64.41;3;3;63.6;29.21;7.37;155;24.58;42.02;غير موهوب
سعود الحربي;19;هجوم;76;78.06;9;5;61.19;31.70;11.55;119;14.18;45.08;موهوب
تركي الرويلي;25;حارس;58;83.32;0;1;84.8;32.82;6.72;159;11.21;48.54;موهوب
تركي الحربي;24;وسط;73;61.15;10;5;56.62;27.64;8.38;170;45.98;50.86;موهوب
راكان الغامدي;23;هجوم;74;79.08;8;1;84.02;31.17;6.66;146;26.49;50.71;موهوب
تركي الحربي;28;دفاع;78;64.94;9;2;61.17;29.63;5.86;145;28.86;47.16;موهوب
تركي الحربي;27;وسط;54;89.89;1;0;42.42;32.45;7.39;173;19.19;46.59;موهوب
راكان البلوي;27;دفاع;26;80.77;11;0;86.99;28.78;9.21;170;31.69;49.38;موهوب
ناصر العنزي;25;دفاع;43;77.92;3;1;81.4;26.72;10.77;115;34.47;43.70;غير موهوب
ناصر البلوي;17;دفاع;72;79.23;0;0;69.48;25.01;8.84;120;28.32;44.76;غير موهوب
سالم المالكي;27;دفاع;85;87.42;5;0;79.25;34.09;9.77;137;30.79;52.03;موهوب
راكان الزهراني;17;دفاع;37;64.21;10;1;81.57;28.77;10.14;184;44.22;51.21;موهوب
أحمد المالكي;27;دفاع;28;90.56;11;5;67.02;32.29;7.28;152;43.97;48.57;موهوب
سعود العنزي;20;حارس;89;79.67;8;5;66.46;33.46;7.21;126;39.34;50.46;موهوب
سالم الغامدي;19;دفاع;30;90.90;1;1;49.35;30.88;8.32;136;19.07;40.72;غير موهوب
سعود الحربي;21;حارس;79;69.58;5;3;66.91;31.57;10.45;184;20.89;52.27;موهوب
محمد العنزي;18;هجوم;24;93.40;4;0;55.3;32.62;7.00;168;17.98;44.70;غير موهوب
خالد الزهراني;22;حارس;59;84.76;3;4;43.28;29.41;6.50;137;44.38;45.70;موهوب
سعود القحطاني;26;هجوم;22;86.22;6;1;69.03;30.42;6.42;120;26.18;40.81;غير موهوب
فهد الغامدي;23;وسط;29;78.54;7;3;53.67;28.26;8.40;153;27.55;43.16;غير موهوب
خالد القحطاني;18;حارس;9;79.68;8;5;85.63;24.91;10.68;135;43.02;44.55;غير موهوب
أحمد الغامدي;15;حارس;73;82.85;11;0;42.46;30.43;8.03;151;15.76;46.06;موهوب
سالم الحربي;21;دفاع;41;85.60;1;1;71.52;27.20;9.02;164;22.51;46.98;موهوب
فهد الزهراني;26;وسط;87;93.63;1;1;71.75;33.90;9.29;163;23.17;53.75;موهوب
عبدالله العنزي;26;حارس;50;71.71;7;4;64.85;24.18;7.76;164;40.23;48.19;موهوب
عبدالله العنزي;29;هجوم;67;89.96;0;2;79.37;28.06;7.17;170;32.22;52.86;موهوب
فهد الحربي;25;دفاع;24;61.80;5;4;52.2;32.85;7.86;137;18.53;38.14;غير موهوب
سالم القحطاني;15;دفاع;14;93.80;4;1;46.47;25.90;8.79;143;34.61;41.29;غير موهوب
محمد الزهراني;24;وسط;12;71.32;9;6;58.29;32.37;9.94;162;14.95;41.76;غير موهوب
محمد البلوي;18;دفاع;85;67.82;4;3;78.78;30.42;10.16;123;35.71;48.65;موهوب
تركي المالكي;25;حارس;43;61.41;6;4;77.27;25.61;6.99;163;46.40;48.19;موهوب
خالد الغامدي;28;هجوم;47;72.56;6;3;44.25;32.13;10.74;133;51.00;44.41;غير موهوب
فهد العنزي;27;هجوم;73;90.79;10;5;65.07;34.23;8.73;148;45.24;53.34;موهوب
راكان العتيبي;27;حارس;29;81.63;9;4;67.93;30.09;9.08;154;30.93;46.18;موهوب
سعود البلوي;20;وسط;18;77.78;5;2;57.05;24.76;8.31;157;44.41;43.81;غير موهوب
خالد العتيبي;16;حارس;13;75.27;1;0;46.78;26.76;10.92;131;33.55;37.59;غير موهوب
خالد المالكي;27;هجوم;73;82.06;0;1;65.37;27.29;9.42;146;49.15;50.36;موهوب
عبدالله الشمري;29;وسط;23;65.17;3;4;63.66;27.81;6.23;177;17.04;42.99;غير موهوب
سالم البلوي;24;وسط;47;62.35;3;1;63.78;32.15;11.04;164;37.34;46.85;موهوب
عبدالله الزهراني;24;هجوم;52;78.12;7;0;67.85;27.60;6.80;156;12.23;45.29;موهوب
خالد المالكي;18;حارس;35;79.88;9;1;57.72;31.70;8.30;148;15.99;42.96;غير موهوب
خالد الغامدي;15;دفاع;6;79.16;6;1;48.34;29.26;7.91;153;34.25;40.55;غير موهوب
تركي البلوي;28;وسط;44;76.50;7;2;56.65;33.60;11.49;154;13.70;44.33;غير موهوب
خالد الحربي;20;وسط;87;80.81;3;0;80.55;32.08;8.47;178;15.98;53.99;موهوب
محمد الزهراني;24;هجوم;41;67.34;7;2;85.99;30.04;8.02;158;46.95;49.59;موهوب
خالد الرويلي;27;وسط;84;74.33;5;2;73.22;26.37;10.95;179;31.04;53.99;موهوب
سالم القحطاني;24;هجوم;43;87.44;6;1;57.51;34.25;7.64;161;41.97;48.87;موهوب
محمد العتيبي;18;وسط;54;93.10;4;4;44.03;33.77;6.85;135;34.79;45.51;موهوب
أحمد الرويلي;22;دفاع;27;79.70;10;0;71.7;29.39;9.06;159;20.75;45.18;موهوب
سالم العتيبي;22;حارس;20;94.29;7;0;89.67;24.78;8.75;126;13.67;42.68;غير موهوب
عبدالله الزهراني;20;هجوم;84;74.47;6;4;77.86;29.51;8.26;146;13.68;49.31;موهوب
سعود المالكي;22;دفاع;76;84.69;2;0;59.44;28.83;7.69;180;20.79;51.05;موهوب
سالم القحطاني;27;هجوم;62;88.01;10;0;70.87;33.23;9.09;167;45.21;53.93;موهوب
سالم المالكي;21;هجوم;41;84.36;2;4;50.2;26.17;7.35;158;34.93;45.34;موهوب
سعود الزهراني;23;وسط;18;73.18;1;0;78.28;28.27;6.65;136;28.05;41.05;غير موهوب
خالد البلوي;21;دفاع;51;71.89;10;2;83.8;28.60;6.01;161;34.41;49.86;موهوب
ناصر الزهراني;21;وسط;24;92.38;0;0;76.05;29.18;8.48;130;44.17;44.92;غير موهوب
راكان البلوي;21;حارس;60;83.65;5;2;76.02;30.55;9.70;181;26.04;52.66;موهوب
عبدالله البلوي;21;حارس;48;72.20;7;0;40.72;23.75;9.80;155;30.79;43.03;غير موهوب
عبدالله المالكي;24;دفاع;43;94.75;3;0;85.72;26.56;9.03;138;41.83;49.10;موهوب
عبدالله العنزي;29;وسط;65;76.88;10;0;66.56;25.19;5.94;166;35.04;50.07;موهوب
سعود العنزي;28;دفاع;88;74.52;3;2;43.66;23.43;10.54;168;47.98;51.24;موهوب
خالد القحطاني;20;وسط;65;72.89;7;6;67.08;31.76;6.89;132;34.59;47.02;موهوب
محمد العنزي;18;حارس;89;85.69;8;2;73.57;32.77;8.71;131;10.83;49.06;موهوب
تركي المالكي;19;حارس;75;69.38;1;1;67.44;27.71;6.74;124;25.52;44.20;غير موهوب
عبدالله القحطاني;22;هجوم;77;68.17;2;5;68.29;29.11;10.90;117;35.03;45.83;موهوب
أحمد الشمري;25;وسط;16;70.39;6;0;55.34;30.82;7.80;156;38.02;42.26;غير موهوب
سالم العنزي;22;وسط;56;85.04;11;6;51.9;26.14;8.36;153;18.34;46.20;موهوب
فهد الغامدي;17;وسط;85;65.88;1;1;70.97;31.55;9.92;183;44.22;54.73;موهوب
عبدالله العتيبي;25;دفاع;49;60.64;2;0;69.8;32.52;5.87;168;16.35;44.91;غير موهوب
عبدالله الحربي;23;حارس;74;76.11;8;2;57.25;23.42;8.83;131;35.86;46.27;موهوب
تركي الرويلي;19;وسط;77;81.59;4;3;87.66;29.75;9.70;120;43.54;50.69;موهوب
محمد العنزي;18;حارس;50;80.97;4;0;78.66;26.33;7.30;165;39.12;50.15;موهوب
سعود البلوي;25;حارس;45;81.12;0;0;72.46;29.47;7.01;142;35.61;45.85;موهوب
محمد المالكي;23;هجوم;22;76.43;5;6;52.25;29.84;7.47;158;29.99;43.00;غير موهوب
سعود المالكي;24;حارس;73;89.43;2;1;68.02;27.12;6.51;155;13.80;48.43;موهوب
فهد العتيبي;30;دفاع;44;63.77;0;1;44.61;31.17;10.48;159;17.42;41.27;غير موهوب
راكان المالكي;16;دفاع;15;68.02;5;6;70.88;24.97;11.29;165;14.23;42.27;غير موهوب
ناصر العتيبي;27;وسط;79;84.93;4;3;42.57;33.77;8.14;132;38.13;47.28;موهوب
أحمد البلوي;17;حارس;43;89.23;5;0;74.14;31.17;10.57;178;46.21;53.04;موهوب
سالم البلوي;17;هجوم;48;74.64;10;0;74.1;28.13;11.75;130;30.05;45.19;موهوب
سعود القحطاني;18;وسط;25;64.26;2;0;66.85;30.15;8.84;120;8.93;36.23;غير موهوب
محمد الحربي;19;حارس;21;63.97;4;2;47.15;29.45;8.00;132;20.93;36.50;غير موهوب
سعود الزهراني;23;دفاع;23;89.59;6;1;54.07;32.01;6.00;134;38.65;42.70;غير موهوب
تركي الرويلي;26;دفاع;65;80.32;7;1;88.93;33.81;7.69;164;14.36;51.35;موهوب
عبدالله الزهراني;25;حارس;60;63.59;2;4;44.31;31.70;7.61;168;22.25;44.83;غير موهوب
خالد القحطاني;17;هجوم;69;70.96;11;0;61.68;34.21;7.67;120;46.04;46.73;موهوب
تركي الرويلي;30;دفاع;83;78.66;9;4;85.48;28.58;8.10;125;23.09;49.44;موهوب
فهد الغامدي;24;هجوم;77;65.63;6;3;89.12;23.99;10.64;131;24.03;47.82;موهوب
فهد البلوي;24;دفاع;86;81.96;8;2;75.67;30.39;5.99;169;11.40;52.27;موهوب
سعود الشمري;29;دفاع;19;75.44;6;5;44.57;26.36;10.06;135;36.37;39.76;غير موهوب
خالد البلوي;22;هجوم;27;82.36;5;4;56.94;25.93;11.45;160;32.59;45.03;موهوب
خالد العتيبي;23;هجوم;30;79.38;5;0;57.77;26.96;11.21;131;45.66;43.00;غير موهوب
فهد الشمري;16;حارس;72;91.02;1;0;69.71;31.32;7.03;137;25.40;48.28;موهوب
تركي الغامدي;19;هجوم;27;71.24;8;0;42.75;23.39;5.95;181;11.32;41.18;غير موهوب
أحمد العتيبي;28;حارس;26;77.55;7;5;70.48;29.65;6.96;132;29.32;42.66;غير موهوب
ناصر الغامدي;28;وسط;89;88.75;2;0;41.36;25.82;8.24;160;49.19;51.60;موهوب
أحمد العنزي;23;هجوم;46;81.84;6;2;84.95;29.80;7.99;174;14.14;49.64;موهوب
خالد الشمري;18;حارس;75;66.14;10;6;87.31;31.46;6.82;172;14.55;52.14;موهوب
عبدالله البلوي;23;دفاع;63;77.29;7;0;83.76;25.99;6.32;128;8.63;44.44;غير موهوب
سالم العتيبي;20;وسط;30;89.28;8;4;79.31;31.66;9.35;140;17.66;45.47;موهوب
